business_id,explain_1,explain_2,explain_3,explain_4,explain_5
_Rw4h7U3Ap-fA90lsGjY6g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_S7PPbtL2kz-la9A4GuXsQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_SBxweaeZORapKBJa2qmOw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_T0cPZE2ZJOTTlYYKMP64Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_T8tOBDr3NKNxd0yl5GwjA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_TEWOkqBWDtNigjujuPQfw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_T_uAA8QWu55WWerljCYug,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★),
_Tu6ZShT4VuNKoc4d2jP7g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_U-hsWBK2O8J3-qahtG2pA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_UMblgA_K4QYgoyszy46QQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_Uv4zjcVEqyKC8CtWRZGzw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★)
_V6hl1oGkTV2KbGeax_HPA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_VYWkhKEy3QO1LTD_rTPYQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_Vm1wFLSe6kanZV1sQjkOw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_WrL7teoT0im_28inoePwg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_XM7-X5Lc-e_T1S71ri-GA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_XlYymFKwww0bGIgwvNbcA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_YfdFmhYhaelhlQXoGCktA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
__2LkeVwTuKar5AE95Idzw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
__YGMQexDIqJKtYynxh5gg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_aITm6sZmcPzlAsaMZUQew,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_ahiaZVH2uVzVaZ0SF2uOg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_birKQtizyWql9P14Vw8aA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_bofVL_0MxlZYWBa8XEJEg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
_btEd4zwjdy80WQTOPm6Hg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_czjtkS_XllCJi_1vBc_sw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_dDW5rc7MKCOzhRewe3Kfg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★),,
_e9NcunDgXR1dp1XbP2Mbg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★),
_eQA_RCQjBWQYvAR01gIng,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_ehSDMpnQ67RR0Yy0yv_3A,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_evTKuGvzfQJzDlnf6FMdQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_f654bkrYdNs1wB_fQVS5w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_fCpxyDgYNULXAUEbLCDHQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_fmZZLy8hWPAxYx7xt2Fdg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_fwZODmzgXtnW7wAwqV3dg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_g76dgDk1E9tC5TXZAF5gg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_gaOrkYtODrxY0JlWFe-sQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_hY_2sTgEqpKnwJxbi5a7g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_hfy-Rj0XtJAxaKRQmKeYQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_iUlEsWFSQrvujrIssuMNQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_j4MKXubKQfu9v_kd_d9Ng,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_jYVUusH2qVM5TxxkiWgsg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_ju1BXAF5g5QtAFfZZKO1g,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_kKI9PJkZSRs51niGByXZg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_kSaLnFZIEpOZEg6ZIxKvQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_l05Dd6BKBAiJKX71bLq6g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_l2qMhWrwrYp-HoiBkfi-Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_lCaW3aU3yp-acJ8BnCLyQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_ljP8KWwMTSMOv_zGW6nBA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_lzdvo1_8RSiseYQOMozKw,Many people come back repeatedly (30% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Not the highest rated, but consistently chosen by regulars","Popular year-round, not just seasonal"
_mGAcxIOqKcL3muEg3LHLA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_mM29ipaSjYo4zJZkswZiA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★),
_ml0rQHmsAqZwXtKSVMyMg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_oEolwACvc0oFQdd8yM6gA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_oJ5QA131I_XnyaXAa8nsA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_ouits0qM3TBR8l39sCNHA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_ozCIOzZtIuAewuMYI_OqQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_pm435OrG6fEsSPRh4KE9A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.6★),
_qJqhR3q9TA3SB2BPY3PJw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_qY6dVBchZloskbrvvxeDg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_qgqa4X1OiMLqub1hHaMjg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_qidWi35H30-Rjn74a6ORw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_sJJWbW9hACKCR5fIhbqcg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_tC4lXqwdfh3fbjuP40Bsw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_tTKZJ89dS404ZEVnHa-Cw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_tgh9i0r9WPHakd_8PSTNA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_tnLEdv1H_JYEcfWSpNFow,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_uEGd2Rx8SzViS9MuHNU0A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_uIK_DBXx8ekjl5O8ZxgsQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_uvTdEAVbPVch8ESDnvbuA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_v-qR0-RePoOX3OD9xDKTA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_vZSIIqBsw_IUmxqNVOALA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
_vwnAL8mXsf1xPDsljllvg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_ws0jviXOt0PXezpUVmHTA,Many people come back repeatedly (11% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",
_xRXDraCnehWW4mpMsfP2A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
_x_4r6wNkvWjxjeUQ0jRKw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.8★),
_y1R6TNotvVid2VzvIXHiQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_zA3_LAztT_qJ5IVLHaNbA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
_zDW4XPZ9w0Yvg6cbSeffQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
_zdARZbZNr4k8AD-SJDCgg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
a-MYqHxvpmCz3ZXy2illiA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
a-dPw0ISYHoxMmWgd4mK-g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
a-ouU5dKcMOYgOkftIX1YA,Many people come back repeatedly (11% return rate),Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
a0rBn7usm4HTnPcz_Angmw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
a1a1RgfaYBeU-jGEgbJj_Q,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
a2FCobBzFzC62IbHPa_oIg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
a2UtxqPxstaoyU4yrisDwg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
a39Bc7eixUE1_vOkBjEfwg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
a3oQcnZHbFooAaevF1IjbQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
a3p47WxYVo0BZGJoP1O0qA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
a42bnC6qseReimp6Ot09lA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
a4kvfeqeM5NvadLr3ehIcg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.8★),
a5TaDLChZDSgZ-en1sxNpw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
a5dAEJescHGr_srX8Ckg-Q,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),
a6t0nb4DrjbCb_gH3Kz8SA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
a76apdjXLdeHUuYRZH54rQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
a7RobRBScR0SVQVMKwkJmw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
a8VS5iOxeEIv3JnUiQLF6w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
a8r64xZqHHyUhnu4sFjN7w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
a8yMJkV276XMHh3bJ39odA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
a93VytGczF5xkcq_Bs2hYQ,Loyalty is broad across many users (not dominated by super-users),,,,
a9K3jxNUUe6jr1uh8FsakQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
a9hEzGG5mYH_sus0r9xfLA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aA-6urKmmlZw9STPOHZNCg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aA8_o9e57ey9QX5Nw4WelQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aBJWHzk6jfAj4h92clH21g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aCAsjSh0aaaq8UsPHGtclQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aD-6NpNI8tHRGCu5EVLdAg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aDSfrxqOf8lelQ9Ofqt1tA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aEEC4D-RylmiUyephE5t_g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aF5m1YyHVh_sFoCgPVZT5g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aFE0SdcfNN8mEbTv8rV1RA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★)
aFRB5lGVv4VnKiZt_c1zxA,Many people come back repeatedly (11% return rate),Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
aFWCSA7GGlpoqOkuxGfB4A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
aG8XkIE_TMkr_QKSfaFBBg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★),
aHn7NOKQi3XL9_AghoBP1g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
aI1uVR-RPsE2TmrLJfcZ0g,Many people come back repeatedly (14% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",
aI2w94F3TvIuPTcflKVCJQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aI58hxqbyOX6irFfljXfQA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aJpDjaMVhWZRLdwZtqQjEg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aJvxWyQIG5OLfBw3qAe8xA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aMfVQdVbKJnZwdf-c1WNcQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aMrBA4LIkGx8CYM9ZbKPBg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aN8-57MAemRhChOE_nxUDA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aNXw3PkXVt8ANwLyCfcmpg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aOHNMIs-N591irOmxQfbFg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aOJDVHCn9iBIC33l_2HTRg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aOLFlIQibMg_lT2X4qKM2g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aP7i24EyIaVMmMWEvPs-nw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.9★),
aPU-qTC0MO2uI05QYVg9lw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),
aP_1cPI9DflkfaTSSxakAg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aQC_87xrNXm-K29ExZH4qA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aROhaLh-dqtt-h6BG-gn2w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aRZV74C9w723hu9A-C20gA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aT6dfEcg0bucpmdrE_G1zg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aTOCTSi1GwigOEcqOKRwFg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aTWIhy04A5TA0WTckxu8KQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aUyOBYQW20UiAVGeCdEwGg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aVmuaNh8Z8gKSkoP418H9w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aWQ2ObC8LoMCpl4w33mokg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aWxc9q4vhd-ajKeKTjHe6w,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aYJjJMN8heS2PmkvsQzaZg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aYrsT_ReL6vlQIP2GrvLWQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aZhwXa17CKUuh7lF8wwFvQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
a_gAQfVy9Op95AGdZ7PFXA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
a_ts6C7QntisENtyitJRBw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aabwu8ObrrrBK-cGzrOkBg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
abvsCLYEOvhsWSlgiTvbCQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),
abyhAtKhZUh8w0VT3Rn_BA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
acqDz7WDsCS3WiLxHVceOg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
adnX5nTg3I_MTrThVkwmQw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
af3WWbBciAD3L6I6ZuXGJQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
afkw4ZMsFhMyWpYn5xHCYg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
agXGQ4DH4SqxtJxBHKjWIg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
agnZcb-VR74GN01_8pHb7w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
agzEfydzvZWlbzpcMxLPBg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
ai3DEXs_ziB1AOHVUKGtiA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.7★),
aiTr5RX3RkAwQeCswBaL5g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
aj3ESi3I6WNzGWp3j6OehQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
ajfmcCilbPMKb_VxswIuQQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
ak0PfrI9FZcFaDQv5oXtVw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
akDpsA4iPc6_0pHbDWFyYQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
akXpyB0xk_woUvqnWiAE0A,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
al3Ri6TEqa2rBzjHsn0T_g,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
alIV10COVIoLpd8-jqAx-Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
alpF8d_veJy9Isk6f7wgRQ,Many people come back repeatedly (11% return rate),Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
am5qD6LFjkV8f_4MLp8Img,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),
amdnUjtJG0XwaLuzvwvMcg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
amnKFpOOoMHgGEW1xinIDg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
anWreIkJb6fph7kNfuIHCA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
aneH2uJ0sIF_nYfYYNXhhQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.6★),
ansXZRD996GrOrR3esP_eA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
aoGstjLfJi4p0lcS9rFDmQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
aoRv_tZfoGHjXkPqy94ryQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★),,
apdwYbDYSOgD89eEa8yDcw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
apswwLV8HHRmBMPrESCZoQ,Many people come back repeatedly (13% return rate),Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,
aqcTydf-DwI8GBBB2f2_SQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
