yelp_business_id,friend_checkin_count,fof_checkin_count,social_unique_visitors,social_diversity_index,mean_bridge_confidence
IXllQQM7LG9NC7uNQ8un1g,2.44,1.8231,3,1.3863,0.28
td1ykOOoMhGkW76D0N9dYw,2.4356,15.9228,3,1.3863,0.203
MwsEfdDyfGCpiwtORw2-fQ,2.4299,6.0858,4,1.6094,0.243
ZItR6OeBp4MX2LjqCS7TFw,2.4278,2.5423,2,1.0986,0.2207
aYg-H2aH1N8gWrre12jqNQ,2.426,5.6651,2,1.0986,0.2426
0TRot0XZXjzrWLWPn9ycmg,2.4257,5.4007,3,1.3863,0.2426
QZqNkjxX7xNg1RPFFVhB5g,2.4162,4.315,3,1.3863,0.2416
1c1X6tTyStXlVQMFBjQOAg,2.4062,0.5528,2,1.0986,0.2431
-Wd5KqFszREg0XdXfSv5tg,2.4028,5.1711,3,1.3863,0.2669
y_H1AXgaFWV1EsetArescA,2.4008,7.2267,1,0.6931,0.3001
Ma1-ObBgnDiC1IHS3xZ-hw,2.4,0.72,1,0.6931,0.15
9SCZdPbyJHD1fF1k957DiQ,2.4,0.0,1,0.6931,0.4
ttmO7eejS-ZkDMSnuVn4HA,2.4,0.0,2,1.0986,0.2
Thksu3pRk_QKFmKYa23mow,2.3996,4.073,1,0.6931,0.1714
G_kYIAu8bMRTzvMakwIqsA,2.3984,11.2841,1,0.6931,0.218
CYJRj0lF120-WC3UKsuh5A,2.3984,11.3561,1,0.6931,0.218
YC9o0IZzYnFpoWZ6PrGs8w,2.3978,2.2303,2,1.0986,0.2043
FZy-r97c8ifPtl8FMz7r-A,2.3922,1.7629,2,1.0986,0.2193
6WxXtLvmUdLJKgs115hB0g,2.39,1.3779,3,1.3863,0.239
A5b9nVDi1DPVvPOD24-p6w,2.3851,4.6846,1,0.6931,0.265
vfli8iWJfNnT47Tm3k4pHQ,2.3851,4.3628,1,0.6931,0.265
asgdvbtpfIaDN0lvSrJFBA,2.3851,4.3628,1,0.6931,0.265
w3V88RiAZWZT_gb1f2hpjw,2.38,5.1788,1,0.6931,0.238
LfPW45AtpvszENg3Xs6T_A,2.38,5.1788,1,0.6931,0.238
eic2JlbB24qel-u9VG7PGA,2.3607,5.5274,5,1.7918,0.2433
jsz8kxsYe1x8dMNYfAs4mA,2.357,7.4242,1,0.6931,0.1571
C4Udo7jGf8gI07luVlW9OA,2.3472,6.6836,5,1.7918,0.2134
BjBDHqHhMXSxgyVipccznQ,2.3381,11.018,2,1.0986,0.2098
d_tRshM-w6S4QxE4VVi8tQ,2.3373,5.3048,5,1.7918,0.2922
8tuk3TRsohAorMbINatO8Q,2.3328,0.2408,2,1.0986,0.2555
5fSPNlVUBGMExOy9lgFn0A,2.3321,8.246,2,1.0986,0.2591
RPLPto1ejkyE8vsGOV5phg,2.3312,0.8155,2,1.0986,0.1782
tkehxQ-wmJk7xZ_op1r1nQ,2.3308,1.7999,1,0.6931,0.2331
x3GaXfpv0AUQhxb3aH5VgQ,2.3308,1.7999,1,0.6931,0.2331
ZDV6ocQSe6dkMt-u011xcQ,2.3308,3.1656,1,0.6931,0.2331
qEFc17ubXmF-WH74b5xQZw,2.3308,1.8899,1,0.6931,0.2331
35yXwCoFWdtXJLv5Nneqdg,2.3291,7.7935,2,1.0986,0.2911
xtWIORPp-HG2LWtz5jQtiA,2.3199,2.372,3,1.3863,0.2578
nD23DgebTW9y3We-A5f8pw,2.315,0.9742,1,0.6931,0.2315
OHTheUQnF2bfpGAzyzo0tQ,2.3,6.7481,2,1.0986,0.2167
X5U8wMXcawz6pUsslc_2cQ,2.2985,2.8662,1,0.6931,0.3284
5bwz54LwCqSx48cF-n0_Tw,2.2982,3.6562,3,1.3863,0.2515
lqyYsXBAO6cVGR0cPCeydg,2.2975,12.019,2,1.0986,0.2089
ZpNrYU3LvJN6lycDW0GyeA,2.2851,5.4686,5,1.7918,0.2077
hXfXTxPeiR8HBAtmsMPYzA,2.2828,8.9785,5,1.7918,0.2916
wqpzxTiOwH4NKwr7Ruy9Kg,2.28,8.2743,2,1.0986,0.248
6_37iH47aHnMODiXVl-gUg,2.2787,5.8761,4,1.6094,0.2278
7dA1OhjJ0ga063_uiiDw3g,2.2763,0.8449,5,1.7918,0.2845
AHvRn-ytQh8GKvrDnA8zhw,2.2761,5.336,2,1.0986,0.2793
2gTnSpYBmg_5JubGpCtSQQ,2.2718,4.7831,2,1.0986,0.2524
ME7nOO4hHoCwkbssGqsyPA,2.2697,5.4214,2,1.0986,0.2837
n5_-q6KZ5VCfHTZXh3nsvw,2.2676,4.4812,2,1.0986,0.252
WCNd0M_-1uJNpHP14nQ8og,2.2647,2.8419,1,0.6931,0.2516
gWSQIbV52Z-394HPL0Zo_Q,2.2512,2.3993,2,1.0986,0.2047
9T0KlT0HW75LM-sTEPBPbg,2.25,1.8238,1,0.6931,0.1875
I3xJD0fXyiokQtb_6sn0fQ,2.2469,2.7468,3,1.3863,0.2662
tj9T7SUDD0SZZwq0LqKz4Q,2.2465,2.1171,1,0.6931,0.2247
LPkl59vEZ7-jsEc3Txy3jA,2.2459,8.1536,3,1.3863,0.2246
iEipb1sh0CiHScEgpPNDow,2.2446,2.468,2,1.0986,0.2494
lqokT4QY4hyd2jh2ZNmWjA,2.2357,2.8707,4,1.6094,0.2294
N4xmF_96VDb2bRPpBu_O9w,2.2333,8.7711,4,1.6094,0.2762
xVbVhae2MfC_7-2bEAVg3w,2.2328,3.5215,3,1.3863,0.2618
5Mxa0q08Kn6ZVbmbsLcZDw,2.2318,4.2156,3,1.3863,0.372
ZMRfHHbyTQb_Yje9GhrVfw,2.2303,4.4423,4,1.6094,0.2492
hjd-dLRBTTFsPNJapCLFfg,2.23,6.3272,2,1.0986,0.2478
dS4_CM11h7E-EDI7-Adsgg,2.2289,9.8888,2,1.0986,0.2026
qtlDqYE5Dnn-lztBw4qXrg,2.2284,7.9186,1,0.6931,0.1857
mylzY2rWtZ9c266o3KoLJg,2.2259,2.2891,2,1.0986,0.2782
ExwZRGJcZ7eMfFalfQjhkg,2.22,1.5894,1,0.6931,0.2467
5lwezMGXlN-CF-agEEIjQg,2.2159,1.3886,2,1.0986,0.2014
mxZMSFUamk7SIf5ndCLAxA,2.2131,9.778,1,0.6931,0.2459
ZmQHzv1pf0fbk-tm8lu0EA,2.2131,9.778,1,0.6931,0.2459
Zv6mbtBXAitZrwO-zTgRyw,2.2093,19.6761,3,1.3863,0.303
-Gvzq9_6pulzU5y0HFg7IA,2.2032,6.194,2,1.0986,0.2754
dtTKubvWfqaYbXcHw8cV0Q,2.2028,4.9231,2,1.0986,0.229
h5KYnGUvF4XXuy0Q8o0HtQ,2.2028,1.6581,2,1.0986,0.2006
lThz-RFgLk4gZz2kheXQqg,2.2008,1.3597,2,1.0986,0.2863
aeIWVa6G54UUo6yloJkyJg,2.1983,4.2634,2,1.0986,0.2198
XhZEh336ceIy_nphBm3pFA,2.197,3.5465,3,1.3863,0.2526
Gn34llSvalq0_RNsZLCsfQ,2.195,12.3309,2,1.0986,0.2279
5Vv5Fv6cJ1VZHZaVl6HWNQ,2.1867,2.629,2,1.0986,0.2187
W3vh-SwbjqvTWczrDOsKgA,2.185,2.592,2,1.0986,0.2535
3OMBxErzv5tzk4THxHSspA,2.1849,5.2817,3,1.3863,0.2731
VeJqScDLsoA5WasQSv_Jfw,2.1772,6.0264,4,1.6094,0.2419
KU4Y64Xo98dadz3umx41zw,2.176,5.1237,1,0.6931,0.2418
FqOCC8Y9xryaX7sIBJcrxA,2.1756,3.7982,2,1.0986,0.2476
gHMN4jk8kjG50CH-IRY2Dw,2.1676,0.7041,1,0.6931,0.1806
qbwlS2CwXyRoULFiB_0zVQ,2.1582,5.6771,4,1.6094,0.2158
w0fzygQfK87lITYDMPiCSg,2.1528,4.5688,3,1.3863,0.1919
EkYGO5eZJ9litEaBEx6w9w,2.1522,6.187,5,1.7918,0.2077
67UYLSp-NaSSFDS820oEfQ,2.1522,1.7629,1,0.6931,0.2152
pMLv5hzklGgcNMKr4xnhbw,2.1522,1.7629,1,0.6931,0.2152
gy0NuW7nzIuZNq3lLLlgzA,2.1502,4.2577,7,2.0794,0.2109
7Oq3AI3omXpvcN9xDzNeLA,2.15,1.7872,3,1.3863,0.3183
s6nOfGZJpkZ3JplCO9lGiA,2.1428,20.9732,4,1.6094,0.1857
-DGsnMlRrR_tv8avrpQLQw,2.1401,3.5483,2,1.0986,0.2675
BHr61F1axG27d-gFNUF9cw,2.1377,6.6363,2,1.0986,0.2672
BGc_EYORXo9O9A9IQ2MkxA,2.1334,0.5526,1,0.6931,0.3556
kxKai8GE5oDMPevV7oxvbA,2.1317,1.7914,4,1.6094,0.3045
FiTls64Ll9f9OeqwASM-UQ,2.1276,3.0102,4,1.6094,0.2182
T78DNDCb78-CNDkFlM1z0g,2.1268,1.9086,1,0.6931,0.2658
sy9erwW0yTpjsTQ1eLtnUQ,2.1247,10.7075,4,1.6094,0.2719
7WaVMXsqN2nNc3vTNCOOjw,2.1217,2.5305,2,1.0986,0.2122
PeDuQRFosh1DL10ayTVT_A,2.1185,1.3431,2,1.0986,0.192
YajautTNwCHcMFKmSkabcg,2.1152,1.2921,1,0.6931,0.3022
p1257iwsyKj00D_145O03w,2.1152,1.2921,1,0.6931,0.3022
BUYav_N8GBbP0LKE0-dzbw,2.1152,1.2921,1,0.6931,0.3022
4h7LohcAIj--xLHiF6ydzA,2.1151,5.1593,2,1.0986,0.235
QQALFTHXARSAviOaSVDrKA,2.112,4.3326,1,0.6931,0.264
Iy6KkCVrP1WC0DsirktuuA,2.1071,3.9126,2,1.0986,0.2814
D8hXDsv3TG-i2dvzgY5kLQ,2.104,5.3563,4,1.6094,0.2406
PQrcv43hUP6WaIg8rhRJpA,2.1018,1.8285,2,1.0986,0.3124
gebiRewfieSdtt17PTW6Zg,2.1,2.8924,1,0.6931,0.2625
ObDQDZEAyFCw8Dy803_O6Q,2.1,2.7924,2,1.0986,0.35
iesJewaACphdFs-ml9WTjQ,2.0986,2.0567,3,1.3863,0.2764
BTRp8zw-XlO9jr7dyYqv6A,2.0978,2.2303,1,0.6931,0.2098
6EUOf-NM8ERKsIY2WHxkIw,2.0978,2.2303,1,0.6931,0.2098
i5fUc_Xu_hlvCbuWjot_og,2.0948,2.3603,2,1.0986,0.2618
punLF4oSWHbH7JK4wO4HzA,2.0889,4.4255,2,1.0986,0.2611
0QYWhij_YZ7Lyk9F6213Sg,2.0778,4.2627,2,1.0986,0.2968
hxyedIXhDM48mLF8LAnX0Q,2.0778,4.2627,2,1.0986,0.2968
SBTco89BmBy1ENFjtXdNag,2.069,1.4964,3,1.3863,0.3024
2jkzK3hbitfnff8iVJjmqw,2.0681,2.4996,2,1.0986,0.2954
baHb5T01_MnnhQFHRCR0fg,2.0642,4.1587,1,0.6931,0.2064
CzCcNW9diIBgWCIthgmAGw,2.0642,5.403,1,0.6931,0.2064
yrpbZJblFvKpXSMvj--WVQ,2.0581,1.6647,2,1.0986,0.294
A0RSdFWqs-keuOogaMjZ4w,2.0575,5.8956,3,1.3863,0.3429
xNlIIm07eJ3jdsXF2KW2nA,2.0559,4.4981,3,1.3863,0.2284
-FVjMP72oLEDuiP-8gb2dA,2.0545,0.3085,2,1.0986,0.2848
fcpHrRopilvsBwUajFB5rw,2.0495,5.1401,3,1.3863,0.2928
hb5O0uze3JrU5FKp1CYLlw,2.048,0.096,2,1.0986,0.312
LMXaKchY61sXCr17RBSjdA,2.045,3.3752,3,1.3863,0.2272
6uJUJe5Le7UYr7R1mbiTkA,2.0445,1.0423,1,0.6931,0.2045
6TwePpz-Tye3_UDr-V8-uQ,2.0445,1.0423,1,0.6931,0.2045
FbTlPul0byYrG953tRCaXA,2.0445,1.0423,1,0.6931,0.2045
9QHxpGxshyJXh3JnE2VHIg,2.0438,2.2191,3,1.3863,0.2332
XcFUxeLcbBt0xefg03Muyg,2.0436,1.3828,3,1.3863,0.3009
fsXxYOQ80doP_QeM_ufgbA,2.0436,0.9737,1,0.6931,0.3406
6ryisCDH93KKZZvJzs9DXA,2.0428,3.3595,1,0.6931,0.2554
fILckduEAdqF9QX7N-ofgQ,2.0417,2.1382,2,1.0986,0.2552
kmAk-B3e0YJ8LGEgV4Q3bA,2.0345,0.2585,2,1.0986,0.2543
OwAX9v-cn1kXptUmt2oIaw,2.0334,1.9321,1,0.6931,0.2259
G5EiTYvAPMlFyFRBzP7TxQ,2.0328,0.9625,4,1.6094,0.2354
WWUJTTEcN_J3AZcS8BbCiQ,2.0317,1.1327,2,1.0986,0.2257
k3CjpU8COgn--pueiZm3XA,2.03,1.6952,1,0.6931,0.2538
ty6H-2zkK-8IQbhjUfs-8g,2.03,1.6952,1,0.6931,0.2538
1ap4i9AtWHttUdCiUcXsOQ,2.03,6.8808,1,0.6931,0.3383
FGu7K0mI91Q0yW3orPY99Q,2.03,6.7996,1,0.6931,0.3383
HbIVj8hfVf2O4GlqCTd7-g,2.03,1.6952,1,0.6931,0.2538
dYinIkKBspHV5hSaukklFg,2.03,6.7996,1,0.6931,0.3383
y5o2VSvj42KrXrotY3GTgA,2.03,1.6952,1,0.6931,0.2538
-hto0uJjh8KFQZGc9ZAcuQ,2.03,1.7579,1,0.6931,0.2538
crKntHpGqNepj_CtJ4E-7Q,2.0228,2.8452,1,0.6931,0.2248
IOgIWV-L6OppNFOju9j8Nw,2.0228,2.8452,1,0.6931,0.2248
vWF_ZtDV3rez7cH2dhlCVA,2.0228,2.8452,1,0.6931,0.2248
ZKftqD4c2dVHZLErP5O4-w,2.0153,2.43,1,0.6931,0.2239
8kUh6TROemLfbVR_ewVVLg,2.0152,0.783,2,1.0986,0.2519
Z5E2AQtoaEqmQzv6izzJuQ,2.0128,1.3538,2,1.0986,0.2163
FvoMskuOwqOFhly_9KVwkw,2.0128,2.067,1,0.6931,0.2516
ZyNVYgJ-SB5TLva5HydmGA,2.0114,5.2278,2,1.0986,0.2103
nYeTVhBwwF5aCGYo9-aLGw,2.0028,1.4732,5,1.7918,0.2003
zl-Rv2-fK9xUrTzzjoI45A,2.0,4.9687,1,0.6931,0.25
f7sFHRZ5AJVpDtTmZMbMoQ,2.0,1.7612,3,1.3863,0.24
WTRXwQOGDYWwDuuCvJdbMA,2.0,1.3337,1,0.6931,0.25
vRj1rgF4ZpwGt97MbcRzqg,1.9994,3.6154,2,1.0986,0.2222
qKNIyugDH3SOnxv1QbibFg,1.9902,1.6337,1,0.6931,0.2488
wjGmBfeFrh71764EQcZzxg,1.99,1.893,3,1.3863,0.225
yLEaHqu9rGeyIYnig9gF5Q,1.9842,3.7396,3,1.3863,0.1984
bAyG_TXi3CNYDt_FoaetoA,1.9806,6.1185,2,1.0986,0.2829
_JXfCdMu1TFblbhJ5KT7fw,1.9781,2.0029,2,1.0986,0.2198
1VwKF8k94o44UojPCaaDBg,1.9676,2.5869,2,1.0986,0.2459
R1lq1J42UkLz4sEOOG6CVw,1.9567,7.0676,3,1.3863,0.2446
A9VXokk-nJgXKymY_56yTQ,1.95,4.7575,2,1.0986,0.2437
VaO-VW3e1kARkU9bP1E7Fw,1.9389,11.4806,5,1.7918,0.2424
cdG00qzTpcPZhI3PNrYr5Q,1.9291,7.7935,1,0.6931,0.2756
rJafAbJ6-9xpVjfoM_LAqg,1.9291,7.7935,1,0.6931,0.2756
MM_v-KIUJiXLCxnkIqPKWA,1.9291,7.7935,1,0.6931,0.2756
QIC0wRwWLGIU4Gf4DISx_A,1.9291,7.7935,1,0.6931,0.2756
KBG3GV4WHU-iLLSWiapbJw,1.9278,5.3053,4,1.6094,0.2046
SwDn4LYC7uzQMmIz8RMBBg,1.926,4.7576,2,1.0986,0.2751
Z4qfMpj8jymG3_XjTBKN0A,1.9242,4.248,4,1.6094,0.2749
HCN3XWVqv04fws8vkC4H7w,1.9229,6.2523,7,2.0794,0.2318
dganG8Ek3qvofi4N74sltg,1.9166,5.4026,3,1.3863,0.2396
hwbFrfuGOG3y6PNbTJf_xQ,1.9047,2.5389,2,1.0986,0.2262
YaLKDgS_zIYIm6jkXWCxgA,1.9017,3.7782,2,1.0986,0.2717
jPbv87mQlX4jZTHogK7_Xg,1.9012,1.6997,3,1.3863,0.2716
Kep3QUZd96oyuOX5vX9evQ,1.9,7.5261,2,1.0986,0.2111
xUw6pfJXn4OFt071iUc7VA,1.9,1.4374,2,1.0986,0.2375
JVZ_c3k01uAIas5B61iISg,1.8899,1.1442,6,1.9459,0.2362
4FHXsFTyvvxc-pISdYkoeQ,1.8856,0.504,1,0.6931,0.2357
EZGUYI5R9ZM7IV6wW21axQ,1.8827,2.6645,1,0.6931,0.2092
9T-Xe2SAJJckBAfT_IUkOQ,1.8827,3.083,1,0.6931,0.2092
E9jECMP3zpM1SxXEccHN5w,1.8827,2.6645,1,0.6931,0.2092
rtEafoy3DxaUQ_WzXBrfmA,1.8827,2.6645,1,0.6931,0.2092
blkWQ-K94JPp-mwGqoIM0w,1.8827,3.1262,1,0.6931,0.2092
oaNQADatjOllhXqhfzQ7gw,1.8815,1.8546,2,1.0986,0.2091
lAnCT6ipJzKxFyR3fC7g4A,1.8804,4.0492,2,1.0986,0.3134
4TQMOy00KD_54xSFwKgMZw,1.8804,4.0492,2,1.0986,0.3134
2pDXWt8KnncH7FEHL25NvA,1.88,0.8496,1,0.6931,0.235
qFqYnVhKKdDPYoTFwqHDrg,1.8794,2.4641,2,1.0986,0.2088
sLw1rA-NK3vm4Pbvzczb8A,1.8782,2.8376,3,1.3863,0.2683
HUVLNeBs32cInBZVFS90RA,1.8766,1.4802,2,1.0986,0.3128
24f-qQokEN2UvBNHMWLm3A,1.8735,2.2335,3,1.3863,0.3122
Okk_HFzwzoZUXFP8QsP6rw,1.868,5.3725,2,1.0986,0.2108
WZm72JqVRfpw2Pu3vag9gw,1.857,14.0504,1,0.6931,0.1857
_5rx2qVN9rkiohyzfdlo0A,1.8567,7.658,3,1.3863,0.2652
i6_elzfbdvp8rTjQ_AjY6A,1.8545,4.5591,4,1.6094,0.2649
4jkH3istYst8zxLxb-QVmg,1.8514,7.5031,1,0.6931,0.2645
h4xFP51FllJyCReUnzH6Ug,1.8514,7.5031,1,0.6931,0.2645
CJoO4HYD0tZRXlZqA04wmw,1.8514,7.5031,1,0.6931,0.2645
6zHnMgOxiuqgeA41woLU2A,1.8494,2.1231,1,0.6931,0.2312
UU503tMXdZR4oDZXuoKuGA,1.8494,2.1231,1,0.6931,0.2312
lyJGznk9M6BzCqzmGiWhag,1.8475,3.3346,3,1.3863,0.2639
p48ZHwv8GW7i35o6b6p21A,1.8443,6.4352,2,1.0986,0.2305
mP763Wd-QDXbGcIAgJVwtQ,1.8438,2.2728,1,0.6931,0.2634
dcmaQZhv8eaKptO8B4hZKQ,1.8401,1.3584,1,0.6931,0.2629
0tamJjc_EA4uLJOhb9dtgw,1.8401,1.6019,1,0.6931,0.2629
XssxBzwUex48ikG1OUEqmA,1.8401,1.3584,1,0.6931,0.2629
EoXPPhjf617rKvEtJ-gssw,1.84,19.8163,2,1.0986,0.3467
A_GAAY2LoP3RS1TIwHzuxA,1.8396,5.9831,4,1.6094,0.2044
5HspK6n0coyID5zSpRdPsw,1.8342,3.4671,1,0.6931,0.2038
8DPP4sQpIo5ccP0DDmDj3w,1.8311,1.2119,5,1.7918,0.2315
pwMejZZUizAZ4aOADafVPg,1.8271,2.4747,2,1.0986,0.2062
g04aAvgol7IW8buqSbT4xA,1.8247,7.0769,2,1.0986,0.3062
obIckr-3bLCOTGatfedk6A,1.819,0.7796,3,1.3863,0.2274
6Y61FisC5lEVxLEaMzyUUQ,1.817,6.7289,5,1.7918,0.2271
VVarKkODJTs_qx_gz4Hxbg,1.8146,6.0907,3,1.3863,0.2601
KRs9CrkYCEV_KRPlEOcxWw,1.8142,6.0553,1,0.6931,0.2268
JrDLf5e-awIC0suNlK39Zw,1.8142,2.4775,4,1.6094,0.2247
nTPMxgaKjxVuI5c-S2lGiQ,1.8116,1.5251,3,1.3863,0.2588
-yIdEValIiAoJz-89ipwpA,1.8097,28.593,1,0.6931,0.2011
b_WMjlfeTkDSNAmo_kMJ2w,1.8097,5.0852,1,0.6931,0.2011
54JG4umyJ-McjzO2o7yyQw,1.8082,1.8446,2,1.0986,0.2583
t9RnIkvyRMFi4AgBvEv16A,1.8056,2.84,1,0.6931,0.2257
3XirYkP9PJvVXIEDPNNXLA,1.8047,2.4027,2,1.0986,0.2578
q39t6-a47CLf1RTyqu9CYg,1.8,3.7698,2,1.0986,0.35
M-6AXSgmDMYcWsF442mzzA,1.8,2.9571,1,0.6931,0.6
wXMUeRbZRr9B6sBPRhvf4w,1.8,0.0,2,1.0986,0.2
hrGavs2A4C2EPATMBhAEvA,1.8,6.0999,1,0.6931,0.6
m7YpXsUZOfbmaHxjhCGP_A,1.8,6.0999,1,0.6931,0.6
nb_gbA9ZDT_t4QedmqOw0A,1.8,0.99,1,0.6931,0.15
8cjF9q7XeZRpQ0gIRxJ2cg,1.8,7.9313,1,0.6931,0.225
r694J7D8YhKpnDHQ_BOyAw,1.7996,6.9488,1,0.6931,0.1636
gk3hzKydevLKZ2FVmJdt-A,1.7972,1.6937,1,0.6931,0.2247
KWMdCTrepsB8YFBC8JBQsA,1.7945,0.2585,1,0.6931,0.2564
t1V22HQHjF1dlOfxJAWYRg,1.7945,0.2585,1,0.6931,0.2564
ZbvSN-_WutRkxhO_abGR2g,1.7945,0.2585,1,0.6931,0.2564
6gGOZCz9NB07zSml-M_CYw,1.7928,1.291,2,1.0986,0.209
4WWxTisW97Ks7r06Exxx2A,1.7907,1.29,2,1.0986,0.2238
oT-JmelJHnnOP__rQhGq2A,1.7888,2.1026,3,1.3863,0.2236
qlRE9dbbQdDbdeL59Mkn8w,1.7885,4.6561,4,1.6094,0.1987
7Klk8UuK1sdJt5_44eUtDg,1.7863,1.4363,3,1.3863,0.2233
BQ_2Mt3lJituFYgguM1HTQ,1.7812,0.09,2,1.0986,0.2039
sqkFTos0GDwLY6WWQ0Hezg,1.7766,1.6138,2,1.0986,0.2961
pVF5PlH8OoV0S2S4mIEIcA,1.7718,8.4651,3,1.3863,0.2531
YhdcVtVOl_gyOE53JApTcA,1.769,1.2423,2,1.0986,0.3029
PkZIXWtnx1JqlQ3D9zZVyg,1.7652,1.1636,2,1.0986,0.2115
fNBday9iMr-_VOzPDfP_OQ,1.764,6.6989,2,1.0986,0.219
TREeB3OyL2YvyoenMjWTLg,1.7624,0.6572,2,1.0986,0.3525
yq0ubaq9rXZgc5A0S3sLpQ,1.7552,4.6421,2,1.0986,0.291
q3DgdPS9K2GT7_aunE9QpQ,1.7454,7.0627,2,1.0986,0.2151
aOHNMIs-N591irOmxQfbFg,1.7433,2.1397,1,0.6931,0.2905
j_fmYfswAHKZqucuUS1J9Q,1.74,0.9628,2,1.0986,0.21
K7vvEwRd6Y8gRftjeuASuQ,1.7381,3.8169,3,1.3863,0.2483
-5SVdM5aY3rjGsQuiFAYjQ,1.7374,4.0552,2,1.0986,0.2875
KB-lnnyWsusCPTQ0KhYoaQ,1.7371,1.937,3,1.3863,0.2482
L3kNChslTDjT6HTsaa-6BQ,1.7322,2.3944,4,1.6094,0.2475
Ksz_jsyyK3Zjlq_Cz81ZBA,1.725,1.7787,2,1.0986,0.4313
8OjV1BpnbxxbG8q-XVyPIA,1.7107,3.1941,3,1.3863,0.2199
JgTSG4rIDf20Kgp6U_asng,1.71,2.8491,1,0.6931,0.2443
cv6XoouWif5uSl2daYqzjg,1.71,1.679,1,0.6931,0.2443
2zEqKRHtsX10Zc8vOd_5xQ,1.71,1.679,1,0.6931,0.2443
Cfpv0IjS0lI4CgF1fpbF_w,1.7074,4.8727,3,1.3863,0.2846
tf_DYwL4BL6wtXZpjJZHxg,1.7,6.0283,2,1.0986,0.2333
f83xbZRHJBKmxHuvqmhAjw,1.6942,1.1118,2,1.0986,0.2118
FeHhy-6uPJUMyVYPAwYjKA,1.6925,0.4344,1,0.6931,0.2821
WKVRRb7Oi8AVj4h7YyAxLw,1.6925,0.4556,1,0.6931,0.2821
A_p6-yCiUyvvjZTsjfIRoA,1.692,6.0703,3,1.3863,0.232
HtHIZmIOEaEIKaCROPtnsA,1.69,0.9545,1,0.6931,0.2414
WmTG0GqOZMbx_TXWvxPc4g,1.6887,5.2048,2,1.0986,0.2148
lYloPAiaWJwWgno4SdxD0Q,1.6842,2.6129,1,0.6931,0.1871
mTJnWqXL0Hf16U7RG6y-3A,1.68,0.2631,1,0.6931,0.28
8VSUQ9jHz6CIvDSRQ6n2dw,1.68,0.0,1,0.6931,0.24
i-oLuNSIe1CWRmdG3SsIcA,1.68,0.2422,1,0.6931,0.42
8Mzu_wczdzv9dU_Gr6OR8A,1.6742,3.7166,1,0.6931,0.2392
b92dSNftvCSPWLC4ZgNXCg,1.673,2.9562,3,1.3863,0.2439
x5MgKsNCa6BPZONvxJC3Pg,1.6687,2.8406,2,1.0986,0.2095
tf2nzjkP8XGIeU-lg767XA,1.6674,5.0106,4,1.6094,0.2779
_OMGZ3TXOfN2By7skat_bw,1.6667,5.5677,3,1.3863,0.2778
0Nqa0zPHoB_GVucVMd9f6w,1.6645,1.0788,2,1.0986,0.2774
ipU4c9Gxyvdhv-aWDf9tSA,1.6583,0.9251,1,0.6931,0.2073
sMwK2RWL3vpkAH2nCmSV6g,1.6583,0.9251,1,0.6931,0.2073
tdao4KP7wldd72uhhrD9jA,1.6583,0.9251,1,0.6931,0.2073
6OgkKH_W4FjSsEql9trqGw,1.6583,0.9701,1,0.6931,0.2073
6ZiDuFIsSJxz7U1D98sQyQ,1.6583,1.5472,1,0.6931,0.2073
MKHT4daZiljh1d2TmsCZ4Q,1.6583,0.9251,1,0.6931,0.2073
-fJPJP7iOd1ukDNqTSINIg,1.6583,2.586,1,0.6931,0.2073
I1h0GRYp86eX-XqwVXsSGA,1.657,3.6277,1,0.6931,0.2071
IpCgkwUJ0UizDzvVCdnHow,1.65,0.0,1,0.6931,0.15
HZ5-n5dGn4a38U_JdR7ykg,1.6471,4.0805,2,1.0986,0.2353
2XWwcCbQAPSdWHLlF8H4pQ,1.6459,3.3102,1,0.6931,0.2351
v5ur7Ceat3IiRyFzEzLqHw,1.64,3.0368,2,1.0986,0.268
lDyqjSz6s36oeJ9EWQMYYA,1.64,4.5309,3,1.3863,0.2733
9cybDNxJ7cyNVkmwm-ktcg,1.6325,3.3909,2,1.0986,0.2721
aL-G_v3R3cYkXQXjS-Kdfg,1.6261,1.4892,3,1.3863,0.2323
wCml58X_fTAbWXVLTQY_4A,1.6251,1.1471,1,0.6931,0.1806
TWk5EC3H8FT9J3VpfmWWfw,1.6251,1.1471,1,0.6931,0.1806
6_Zf2QsRHCH1RhbzA9inyw,1.6225,2.4196,4,1.6094,0.2318
mUrZm3si8_P3uQyCiOPe9w,1.618,1.6924,1,0.6931,0.2022
veNyQ2ObOGTfiVUW_vUFqQ,1.6128,4.8963,1,0.6931,0.2304
_c-TzNu-sTCgG_7ggrWEZA,1.6128,4.8963,1,0.6931,0.2304
8rAJywtZ0H5CcAhgqN15bw,1.6128,4.8963,1,0.6931,0.2304
F9jfjlNRuFk4WrMPdsr7CA,1.6128,4.8963,1,0.6931,0.2304
fbKWcur-8_W8oYVq0emvbQ,1.6128,4.8963,1,0.6931,0.2304
-7AGjO0qnOld_GZK9dNNkQ,1.6056,3.091,1,0.6931,0.2007
c2OO3srBORMidgdKicTOJA,1.6047,1.4982,1,0.6931,0.2675
TPJDYtx3macicNZzOWaA7Q,1.6042,4.0066,2,1.0986,0.2404
hkCz0S03ffeiBThVNMrZpA,1.6,1.2199,1,0.6931,0.2667
WYPeQ9S8OHj3Hk_v9-Uv1g,1.6,0.2038,1,0.6931,0.4
