user_id,business_id,rank,score,u_beh,c_mob,r_ctx,weight_beh,weight_mob,weight_ctx
gc5x9jLteWORf8DMA838bA,cGX-1IUwXOjkUqZbkKYcjw,13,0.858,0.722,0.9626,0.749,0.427,0.564,0.009
gc5x9jLteWORf8DMA838bA,atZ_olNKXOG4rEr6mccN8g,14,0.8959,0.8244,0.9509,0.8382,0.427,0.564,0.009
gc5x9jLteWORf8DMA838bA,IkY2ticzHEn4QFn8hQLSWg,15,0.9015,1.0,0.832,0.5934,0.427,0.564,0.009
gc5x9jLteWORf8DMA838bA,MMRRS6YhVRx_iN5-JhMRYg,16,0.8242,0.7199,0.9006,0.9782,0.427,0.564,0.009
gc5x9jLteWORf8DMA838bA,wm5mQ4cSpvko9WlCq07RFw,17,0.7724,0.6669,0.8531,0.7154,0.427,0.564,0.009
gc5x9jLteWORf8DMA838bA,eoN0GAIRV0WmwUm7FmzKgQ,18,0.8197,0.6798,0.9232,0.9578,0.427,0.564,0.009
gc5x9jLteWORf8DMA838bA,8xuhKP08513N2W32JOMW4Q,19,0.7541,0.6167,0.8564,0.8518,0.427,0.564,0.009
gc5x9jLteWORf8DMA838bA,q-zV08jt6U-q05SMEuQJAQ,20,0.8196,0.9927,0.689,0.7906,0.427,0.564,0.009
Oz5ypA5ll4YrnQUirS51-g,6ajnOk0GcY9xbb5Ocaw8Gw,1,0.8982,1.0,0.8212,0.766,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,ytynqOUb3hjKeJfRj5Tshw,2,0.8925,1.0,0.8124,0.698,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,OdIBX09glfXNVSyd0RnIeg,3,0.8485,1.0,0.7338,0.6544,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,IWHdx0NhDKADkGOgXgOFKQ,4,0.89,1.0,0.8089,0.6464,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,atZ_olNKXOG4rEr6mccN8g,5,0.8125,0.8244,0.8057,0.694,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,eaDZlSuVS0EY67Ke6pRP6Q,6,0.7925,0.7775,0.8025,0.876,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,lpDOqBhkJlxACzKQGAj_uA,7,0.7561,0.7967,0.7202,0.948,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,rgeuy1qbw6Z8B6CSVANHIA,8,0.8155,0.8981,0.7513,0.792,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,cGX-1IUwXOjkUqZbkKYcjw,9,0.7692,0.722,0.8091,0.6336,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,mf0OyZ6DX2iKUFIV9TqFRQ,10,0.7926,0.7278,0.845,0.7184,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,J6ZSgoKCLBDMMzuhM-aYGg,11,0.6205,1.0,0.3158,0.96,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,-mIlmp5l4hKlp1tvHRdvTg,12,0.7674,0.9125,0.656,0.664,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,IkY2ticzHEn4QFn8hQLSWg,13,0.7467,1.0,0.549,0.7088,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,eoN0GAIRV0WmwUm7FmzKgQ,14,0.7253,0.6798,0.7574,0.898,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,2CDI713ATuxHfnB5b-sBdw,15,0.7792,0.7226,0.8279,0.5792,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,mzTTdvQGkUHZ8ii7OnZC5w,16,0.726,0.8796,0.6068,0.6688,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,-0TffRSXXIlBYVbb5AwfTg,17,0.748,0.6547,0.8244,0.5984,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,oIH5YWPy_g61YXM6R900Wg,18,0.629,1.0,0.3337,0.842,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,_f3JQU6IXpGmTLaSqGy79g,19,0.7381,0.6376,0.8168,0.7408,0.434,0.554,0.012
Oz5ypA5ll4YrnQUirS51-g,jkGQQ4_LgJx3hwPtCFkzbQ,20,0.8172,0.8615,0.7796,0.948,0.434,0.554,0.012
lSqFTOTiyG_xrdHx67zjKw,1b5mnK8bMnnju_cvU65GqQ,1,0.9242,1.0,0.8636,0.9994,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,I_3LMZ_1m2mzR0oLIOePIg,2,0.9185,1.0,0.8588,0.7515,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,J6ZSgoKCLBDMMzuhM-aYGg,3,0.8676,0.8733,0.8658,0.7466,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,OWOOc0YjU_kioLeEgo5VCA,4,0.9107,0.9924,0.85,0.7803,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,iRIHK8-EwpeffwvoO4nzIA,5,0.902,0.9696,0.8525,0.7659,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,nRKndeZLQ3eDL10UMwS2rQ,6,0.8983,0.9565,0.8563,0.7499,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,VAeEXLbEcI9Emt9KGYq9aA,7,0.9103,0.9873,0.8534,0.7797,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,EQ-TZ2eeD_E0BHuvoaeG5Q,8,0.8266,0.7836,0.8563,0.9986,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,oIH5YWPy_g61YXM6R900Wg,9,0.9227,0.9723,0.8837,0.9446,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,J0joPXxmN-_9Lzafspqdbw,10,0.9187,1.0,0.8585,0.7771,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,ORL4JE6tz3rJxVqkdKfegA,11,0.8639,0.8882,0.8503,0.6229,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,YPTYOQO8Lg9BtHsRwYBY7g,12,0.8437,0.8278,0.853,0.9826,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,ReV4Q3rEJ8neicQPc6pC0w,13,0.8743,0.8935,0.861,0.7989,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,jbJTF1zVmZsk4hea8hoeVA,14,0.833,0.8039,0.8565,0.7931,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,mcr1lAEdvGLMJhuPwI3I2A,15,0.9154,0.9843,0.8607,0.9686,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,dzAo5l1AAHnz8Ln5uim-ZQ,16,0.754,0.626,0.8515,0.8426,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,6dDC5PSmPEoJYuM8r8dN_A,17,0.8132,0.7602,0.8559,0.7429,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,yZHiutcbym-xLGkmFhP-9A,18,0.8024,0.7385,0.8522,0.7973,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,gVU0U7gNBMQxKTzqmRtdLg,19,0.9005,0.9258,0.8789,0.9954,0.432,0.556,0.012
lSqFTOTiyG_xrdHx67zjKw,4_OXOjAUA9Q8L6VdZz692w,20,0.8564,0.8533,0.8557,0.9986,0.432,0.556,0.012
Sk6Ond1xCL-EpJxzHpaT6w,6ajnOk0GcY9xbb5Ocaw8Gw,1,0.9987,1.0,1.0,0.871,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,1b5mnK8bMnnju_cvU65GqQ,2,0.9236,1.0,0.8636,0.891,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,ORL4JE6tz3rJxVqkdKfegA,3,0.9139,0.9987,0.8503,0.7096,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,q-zV08jt6U-q05SMEuQJAQ,4,0.9246,0.9927,0.8737,0.7592,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,ytynqOUb3hjKeJfRj5Tshw,5,0.998,1.0,1.0,0.803,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,onp9X_9RRAEzA-yqdiSOcA,6,0.9153,1.0,0.8509,0.7656,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,OWOOc0YjU_kioLeEgo5VCA,7,0.9108,0.9924,0.85,0.6936,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,VAeEXLbEcI9Emt9KGYq9aA,8,0.9164,1.0,0.8534,0.7336,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,e-i6jvgVv4TqjsYT99-ajg,9,0.8398,0.8279,0.8515,0.716,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,rgeuy1qbw6Z8B6CSVANHIA,10,0.9535,0.8981,0.9985,0.897,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,oIH5YWPy_g61YXM6R900Wg,11,0.9353,1.0,0.8837,0.947,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,IWHdx0NhDKADkGOgXgOFKQ,12,0.9972,1.0,1.0,0.7304,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,ReV4Q3rEJ8neicQPc6pC0w,13,0.874,0.8941,0.861,0.7144,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,Qw7tz-UkPrpXaVidWuab4Q,14,0.882,0.8779,0.8896,0.6504,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,IkY2ticzHEn4QFn8hQLSWg,15,0.9389,1.0,0.8963,0.6248,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,eaDZlSuVS0EY67Ke6pRP6Q,16,0.902,0.7775,0.9993,0.981,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,OBHirkn1QCd7rsYHYtSdwQ,17,0.8381,0.8251,0.85,0.7528,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,dzAo5l1AAHnz8Ln5uim-ZQ,18,0.7772,0.6795,0.8515,0.951,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,iUZEGx29miZObLd6_lt7Vg,19,0.9291,0.9312,0.928,0.897,0.438,0.552,0.01
Sk6Ond1xCL-EpJxzHpaT6w,mzTTdvQGkUHZ8ii7OnZC5w,20,0.919,0.8796,0.9535,0.7528,0.438,0.552,0.01
5AsOGVcbsvehl5_mEz61Qw,UFCN0bYdHroPKu6KV5CJqg,1,0.8832,0.9025,0.8711,0.759,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,EQ-TZ2eeD_E0BHuvoaeG5Q,2,0.8177,0.7799,0.843,0.9892,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,THJ0i8yRyx1OfvzLsJXgng,3,0.7829,0.7059,0.842,0.7706,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,teFjQxUqT8c-yxQdoILDVQ,4,0.8221,0.77,0.8584,0.9868,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,ReV4Q3rEJ8neicQPc6pC0w,5,0.8695,0.8893,0.856,0.7914,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,ytynqOUb3hjKeJfRj5Tshw,6,0.6911,1.0,0.45,0.9208,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,eyQL0pS7agcZtdKYQ-tJGw,7,0.838,0.8132,0.8548,0.9448,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,z680Aylt8wN2KAeFM1hy-A,8,0.765,0.6342,0.8606,0.9772,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,b3A4EiBNsPRfvvVac86RAA,9,0.6534,0.4096,0.8377,0.7498,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,aREOVt958pzJsuNmX1-LUQ,10,0.8031,0.7708,0.8283,0.7798,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,_P4ZlE_3h97jt9o7-WSXmw,11,0.8101,0.7302,0.8687,0.9288,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,ipZ7neK1bjBAUrCqyCvB_Q,12,0.6979,0.7407,0.6643,0.7382,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,gsy3nze2K5cSH9H6rOkTgQ,13,0.6804,0.4529,0.8529,0.7478,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,mSQ6nIPfqviBF8xIuhsJ7A,14,0.6731,0.5806,0.7417,0.775,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,JpKKLxLo_6RxvQXyjVXnvQ,15,0.6922,0.5191,0.8181,0.9992,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,LY1WmE1DwtkGd37eG3SoSQ,16,0.6589,0.5826,0.7126,0.8752,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,fuiVa2_MABIQS7pINKcoLw,17,0.7345,0.6088,0.83,0.7626,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,cHCRC7r9irhK0dIum1zeUw,18,0.6776,0.7019,0.6579,0.7318,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,6ajnOk0GcY9xbb5Ocaw8Gw,19,0.6919,1.0,0.45,0.9888,0.428,0.56,0.012
5AsOGVcbsvehl5_mEz61Qw,9V0LMtO1riRw9-pUuG4NFg,20,0.6926,0.5038,0.8353,0.767,0.428,0.56,0.012
3yHzt4XRGFvgLlQ_LVafsQ,ReX09lhufLTAx19krkltDA,1,0.8444,0.8868,0.8139,0.7362,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,KnsY8rh5tigp5t6WpilGdA,2,0.7685,0.6608,0.8502,0.7682,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,dGUyXgFW1WSYMgRypKaYew,3,0.8237,1.0,0.6913,0.7522,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,ytynqOUb3hjKeJfRj5Tshw,4,0.6882,1.0,0.45,0.8002,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,oQ5CPRt0R3AzFvcjNOqB1w,5,0.7902,0.7197,0.8417,0.9162,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,7j-TfyfmfJk5QKfxRtTbqw,6,0.6731,0.458,0.835,0.7538,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,dNR-b-CsrFGYhMo9zLMrCw,7,0.6669,0.4227,0.8499,0.8022,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,1b5mnK8bMnnju_cvU65GqQ,8,0.8123,1.0,0.6688,0.8882,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,yZHiutcbym-xLGkmFhP-9A,9,0.7961,0.7398,0.8401,0.7138,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,iMqoAux5nfccxIZMHj3dIw,10,0.6536,0.3977,0.8443,0.8602,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,zPiBTTqr9PyUwjhDsdfH2w,11,0.6907,0.5217,0.8157,0.8842,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,J6ZSgoKCLBDMMzuhM-aYGg,12,0.613,1.0,0.3158,0.8578,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,mmIF5p4HqyrKSs805mm1lA,13,0.731,0.5721,0.8521,0.6914,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,oIH5YWPy_g61YXM6R900Wg,14,0.7375,1.0,0.5353,0.9442,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,q-zV08jt6U-q05SMEuQJAQ,15,0.6135,0.9927,0.3237,0.757,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,I2CxrvM0BGH1svfxqGGD2g,16,0.741,0.6081,0.8409,0.7922,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,6Pu5MKIWbn6FO-oebSSrYQ,17,0.7398,0.9774,0.56,0.7218,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,OdIBX09glfXNVSyd0RnIeg,18,0.6763,1.0,0.4299,0.7362,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,6ajnOk0GcY9xbb5Ocaw8Gw,19,0.6888,1.0,0.45,0.8682,0.427,0.564,0.009
3yHzt4XRGFvgLlQ_LVafsQ,16tjKOvMw_nOgNViq2LwOQ,20,0.632,0.778,0.5208,0.661,0.427,0.564,0.009
Nw2_o3oN8F7xAQ1S42Oy1w,XwElaqpvIW70qJVCqpVubw,1,0.7206,0.5585,0.845,0.7826,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,ytynqOUb3hjKeJfRj5Tshw,2,0.6918,1.0,0.45,0.8638,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,Xf7j8TdmcFpiThqW9UMziA,3,0.6641,0.7469,0.5941,0.9742,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,dzAo5l1AAHnz8Ln5uim-ZQ,4,0.6489,0.6795,0.6206,0.8902,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,VbgnG9ymyq_jyYcN0jFBZA,5,0.6608,0.4412,0.8257,0.9298,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,1b5mnK8bMnnju_cvU65GqQ,6,0.6167,1.0,0.3136,0.9518,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,J6ZSgoKCLBDMMzuhM-aYGg,7,0.6163,1.0,0.3158,0.7942,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,U3grYFIeu6RgAAQgdriHww,8,0.6096,1.0,0.3005,0.9738,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,fCDMLD21ypv1XZ_EyafCkQ,9,0.6082,0.9836,0.3126,0.8738,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,ZJKGcR7J0n1DGbLqt1N5Vw,10,0.6909,0.4972,0.8391,0.7826,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,OdIBX09glfXNVSyd0RnIeg,11,0.6798,1.0,0.4299,0.787,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,6ajnOk0GcY9xbb5Ocaw8Gw,12,0.6926,1.0,0.45,0.9318,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,9xdXS7jtWjCVzL4_oPGv9A,13,0.5752,0.9256,0.3016,0.6974,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,iNiAJAtsbV5xOQGRtce-NQ,14,0.6666,0.6481,0.6788,0.7774,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,q-zV08jt6U-q05SMEuQJAQ,15,0.6175,0.9927,0.3237,0.7922,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,L5LLN0RafiV1Z9cddzvuCw,16,0.6142,1.0,0.309,0.9558,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,I_3LMZ_1m2mzR0oLIOePIg,17,0.6115,1.0,0.3088,0.7134,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,3YqUe2FTCQr0pPVK8oCv6Q,18,0.6109,1.0,0.3062,0.7966,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,mEwfB8u-96p2lviZtTafpQ,19,0.6237,0.3482,0.8301,0.9898,0.432,0.558,0.01
Nw2_o3oN8F7xAQ1S42Oy1w,onp9X_9RRAEzA-yqdiSOcA,20,0.6078,1.0,0.3009,0.7858,0.432,0.558,0.01
cSyDw2Dzmgfu2GsKlLJmNQ,6ajnOk0GcY9xbb5Ocaw8Gw,1,0.6969,1.0,0.45,0.9438,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,fM6XQeGW70a4EFbjqAAy3Q,2,0.6546,0.4059,0.8497,0.797,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,1b5mnK8bMnnju_cvU65GqQ,3,0.6221,1.0,0.3136,0.9638,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,J6ZSgoKCLBDMMzuhM-aYGg,4,0.6212,1.0,0.3158,0.7822,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,U3grYFIeu6RgAAQgdriHww,5,0.6152,1.0,0.3005,0.9858,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,q-zV08jt6U-q05SMEuQJAQ,6,0.6223,0.9927,0.3237,0.7826,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,nRKndeZLQ3eDL10UMwS2rQ,7,0.5962,0.9565,0.3063,0.7214,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,9xdXS7jtWjCVzL4_oPGv9A,8,0.5799,0.9256,0.3016,0.707,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,ytynqOUb3hjKeJfRj5Tshw,9,0.6961,1.0,0.45,0.8758,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,OdIBX09glfXNVSyd0RnIeg,10,0.6841,1.0,0.4299,0.7966,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,L5LLN0RafiV1Z9cddzvuCw,11,0.6196,1.0,0.309,0.9678,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,jEvoDXtF3xMJsiPPbqGSmw,12,0.6335,0.355,0.8476,0.9882,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,fCDMLD21ypv1XZ_EyafCkQ,13,0.6135,0.9836,0.3126,0.8858,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,SwBhaxfQPbyhsi0QHUAN0A,14,0.6126,1.0,0.301,0.7442,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,8uF-bhJFgT4Tn6DTb27viA,15,0.612,1.0,0.3,0.7374,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,ORL4JE6tz3rJxVqkdKfegA,16,0.6106,0.9987,0.3003,0.6514,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,OWOOc0YjU_kioLeEgo5VCA,17,0.6088,0.9924,0.3,0.7518,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,I_3LMZ_1m2mzR0oLIOePIg,18,0.6166,1.0,0.3088,0.723,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,3YqUe2FTCQr0pPVK8oCv6Q,19,0.616,1.0,0.3062,0.7938,0.438,0.55,0.012
cSyDw2Dzmgfu2GsKlLJmNQ,iRIHK8-EwpeffwvoO4nzIA,20,0.6,0.9696,0.3025,0.7374,0.438,0.55,0.012
clobidhCJL68XarnMd13kQ,OBHirkn1QCd7rsYHYtSdwQ,1,0.838,0.8251,0.8489,0.7872,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,KnsY8rh5tigp5t6WpilGdA,2,0.7388,0.6608,0.7981,0.7696,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,gGmqCZtOAUUqWLUJiL-Ydg,3,0.7567,0.6307,0.8489,1.0,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,ytynqOUb3hjKeJfRj5Tshw,4,0.6909,1.0,0.45,0.878,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,dNR-b-CsrFGYhMo9zLMrCw,5,0.6667,0.4227,0.85,0.88,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,zPiBTTqr9PyUwjhDsdfH2w,6,0.7094,0.5217,0.8487,0.962,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,oQ5CPRt0R3AzFvcjNOqB1w,7,0.6775,0.7197,0.639,0.994,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,2QpGOrtF35yxt1HsWoTiIA,8,0.6827,0.488,0.831,0.7472,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,J6ZSgoKCLBDMMzuhM-aYGg,9,0.6148,1.0,0.3158,0.78,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,U3grYFIeu6RgAAQgdriHww,10,0.6085,1.0,0.3005,0.988,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,7j-TfyfmfJk5QKfxRtTbqw,11,0.68,0.458,0.8485,0.784,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,qkckth-7yHPXqWwaS6ovKA,12,0.7092,0.5327,0.845,0.696,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,q-zV08jt6U-q05SMEuQJAQ,13,0.6161,0.9927,0.3237,0.7808,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,OdIBX09glfXNVSyd0RnIeg,14,0.6788,1.0,0.4299,0.7984,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,6ajnOk0GcY9xbb5Ocaw8Gw,15,0.6917,1.0,0.45,0.946,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,1b5mnK8bMnnju_cvU65GqQ,16,0.632,1.0,0.343,0.966,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,XgnArX8m2BaGtpJp5Mx2qg,17,0.629,0.4488,0.7657,0.72,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,L5LLN0RafiV1Z9cddzvuCw,18,0.613,1.0,0.309,0.97,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,I_3LMZ_1m2mzR0oLIOePIg,19,0.6103,1.0,0.3088,0.7248,0.43,0.56,0.011
clobidhCJL68XarnMd13kQ,3YqUe2FTCQr0pPVK8oCv6Q,20,0.6096,1.0,0.3062,0.792,0.43,0.56,0.011
QmZicnPY5HjUMkrGWZK6OQ,J6ZSgoKCLBDMMzuhM-aYGg,1,0.9227,1.0,0.8658,0.78,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,yPSejq3_erxo9zdVYTBnZA,2,0.916,1.0,0.8548,0.7216,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,skY6r8WAkYqpV7_TxNm23w,3,0.9143,1.0,0.8504,0.7952,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,6dDC5PSmPEoJYuM8r8dN_A,4,0.8258,0.7884,0.8559,0.7696,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,znlrxrY4InSx7ekPZxoHRw,5,0.9158,0.9949,0.8587,0.7088,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,J0joPXxmN-_9Lzafspqdbw,6,0.9183,1.0,0.8585,0.7504,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,Rl42JbSMsmNW3LRjsTMYAg,7,0.8833,0.9245,0.8533,0.7904,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,P_QAD4_iMgqTaWd5On_n3g,8,0.8239,0.7811,0.8546,0.944,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,ve_-rPlEGPClytyJtY55Vw,9,0.8684,0.8905,0.8555,0.652,0.431,0.558,0.011
QmZicnPY5HjUMkrGWZK6OQ,WSx9-iYYyST_umny9sJBFg,10,0.7839,0.6985,0.8506,0.7424,0.431,0.558,0.011
