business_id,name,categories,city,latitude,longitude,state,stars,review_count,country,city_state_country_display
-fs09akgCKv5rTTy7iUHUg,ICI Macarons & Cafe,"Desserts, Bakeries, Food, Coffee & Tea, Specialty Food, Macarons",Philadelphia,39.9519105,-75.1443815,PA,5.0,276,United States,"Philadelphia, PA, United States"
ED-6JeGGo8C_m7MiSB36Zw,Vault + Vine,"Home & Garden, Shopping, Florists, Flowers & Gifts, Coffee & Tea, Food",Philadelphia,40.0137038,-75.1926351,PA,4.5,114,United States,"Philadelphia, PA, United States"
-Kro8CtHkk9Ge9MMDK8t7g,Russo's Cafe,"Restaurants, Sandwiches, Cafes, Food, Salad",St. Louis,38.6895112,-90.3790285,MO,3.0,8,United States,"St. Louis, MO, United States"
rWfV3Ii_C0iEbMI0PBByaQ,First Watch,"Breakfast & Brunch, Cafes, Restaurants, American (Traditional)",Cherry Hill,39.922752,-75.033103,NJ,4.0,200,United States,"Cherry Hill, NJ, United States"
P_5OkU8s4hknUSesl6kWhw,Starbucks,"Coffee & Tea, Food",Nashville,36.0480822943,-86.7136859153,TN,3.0,8,United States,"Nashville, TN, United States"
bLVeimoq9gWtW4HBzGblmg,The Mint Fox Cookies & Ice Cream,"Desserts, Coffee & Tea, Bakeries, Ice Cream & Frozen Yogurt, Food",Clearwater,27.9814984,-82.8267454,FL,5.0,149,United States,"Clearwater, FL, United States"
OFObWXTZlVBLaDZdl2ov-A,Speedway,"Automotive, Coffee & Tea, Gas Stations, Food, Convenience Stores",Tampa,28.0137917119,-82.6128180193,FL,3.0,8,United States,"Tampa, FL, United States"
s2J1lRgd4CagG4TjTUYQhA,Adelie Coffee House,"Restaurants, Food, Coffee & Tea, Cafes, Breakfast & Brunch",Philadelphia,40.050681,-75.1851122,PA,5.0,10,United States,"Philadelphia, PA, United States"
bwDeI0YRqn7rToBwH4ptKQ,McDonald's,"Burgers, Restaurants, Coffee & Tea, Food, Fast Food",Boise,43.593852489,-116.2141993,ID,2.0,12,United States,"Boise, ID, United States"
FGYU6bw-oVJ_rDJyyjfWeQ,Wawa,"Sandwiches, Food, Restaurants, Coffee & Tea, Convenience Stores",Mt. Laurel,39.966886,-74.920001,NJ,3.5,6,United States,"Mt. Laurel, NJ, United States"
WtC6tR6Wq9g_vguMalpliQ,Well Fed,"Food, American (Traditional), Breakfast & Brunch, Sandwiches, Coffee & Tea, Restaurants",Schwenksville,40.2227058,-75.3980689,PA,4.5,60,United States,"Schwenksville, PA, United States"
wfBEbpPmIm6PX4oclmOt7Q,McDonald's,"Fast Food, Food, Restaurants, Burgers, Coffee & Tea",Indianapolis,39.7946514631,-86.0464489701,IN,2.5,16,United States,"Indianapolis, IN, United States"
x74ddt2X1j6SLbuCo0vV8w,Dunkin',"Food, Donuts, Coffee & Tea",Eastampton,40.0057643,-74.7664342,NJ,3.0,14,United States,"Eastampton, NJ, United States"
ymLl9bWlfHpL-ooWx8ko5w,The Perch Downtown,"Wine Bars, Nightlife, Food, Creperies, Restaurants, Bars, Coffee & Tea",Nashville,36.1673433,-86.7800318,TN,3.5,17,United States,"Nashville, TN, United States"
1Bby_pb1ZBojRRcslDk1gA,Ox Coffee,"Coffee Roasteries, Coffee & Tea, Food, Juice Bars & Smoothies, Bakeries",Philadelphia,39.9409074,-75.1477406,PA,4.5,99,United States,"Philadelphia, PA, United States"
jXb9PQf1Sss5ukgNVB1a1w,McDonald's,"Food, Coffee & Tea, Burgers, Fast Food, Restaurants",Berwyn,40.0706682341,-75.4426981509,PA,2.0,32,United States,"Berwyn, PA, United States"
tSfeCQ9uasc5hlPu5gjGhA,Dunkin',"Restaurants, Coffee & Tea, Food, Food Delivery Services, Donuts",Westmont,39.9105125,-75.048741,NJ,3.0,10,United States,"Westmont, NJ, United States"
WfGXFCu0e0SVr9tZG3-TfQ,Starbucks,"Coffee & Tea, Food",Nashville,36.130763,-86.669121,TN,2.0,43,United States,"Nashville, TN, United States"
mw-Vn0mmSTYR1ZkQaHdeBQ,McDonald's,"Burgers, Fast Food, Food, Coffee & Tea, Restaurants",Indianapolis,39.779622,-86.288322,IN,1.0,27,United States,"Indianapolis, IN, United States"
ybpCdZgY43JGcuAeGfm4Bw,Cafe Nonna,"Restaurants, Desserts, Gelato, Cafes, Food, Italian, Ice Cream & Frozen Yogurt",Indianapolis,39.7580183,-86.1460091,IN,4.5,73,United States,"Indianapolis, IN, United States"
1J6QlHsJeXFTrL-mdjwjNQ,Starbucks,"Coffee & Tea, Food",Hendersonville,36.329746,-86.59677,TN,4.5,10,United States,"Hendersonville, TN, United States"
47TOmOqMxeyUSpYoLKqTsA,McDonald's,"Restaurants, Fast Food, Burgers, Coffee & Tea, Food",Philadelphia,39.9194113,-75.1873063,PA,2.0,23,United States,"Philadelphia, PA, United States"
5qVG7T82jRnKGR9O7_0cFw,Starbucks,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Cafes",New Orleans,29.953033,-90.069385,LA,3.0,130,United States,"New Orleans, LA, United States"
r4X9jW4K311nFkutYWrFyg,Bayou Breakfast,"Sandwiches, Restaurants, Cafes, Breakfast & Brunch",New Orleans,29.9801702,-90.0835212,LA,2.5,68,United States,"New Orleans, LA, United States"
GH1csLX8t8VXHhjQE5KpIw,Starbucks,"Coffee & Tea, Food",Mt. Juliet,36.168548,-86.508286,TN,2.5,13,United States,"Mt. Juliet, TN, United States"
FL58ckZZ-jB5DgJQKpHqcQ,Cafe TJ,"Coffee & Tea, Internet Cafes, Food",Saint Louis,38.710244,-90.311122,MO,3.5,5,United States,"Saint Louis, MO, United States"
1Q5c2dyYzgMW0KBDNxahXw,The Patio Cafe,"Food, Coffee & Tea, Restaurants, Sandwiches, Breakfast & Brunch",Saint Louis,38.6475636,-90.3355426,MO,4.5,18,United States,"Saint Louis, MO, United States"
v5ur7Ceat3IiRyFzEzLqHw,Campbell's Dairyland,"Ice Cream & Frozen Yogurt, Restaurants, Coffee & Tea, Fast Food, Sandwiches, Food",Brandon,27.935538,-82.2860151,FL,4.0,128,United States,"Brandon, FL, United States"
QMbbErMrrp5mwg8oZwFE8A,The Indianapolis Propylaeum,"Arts & Entertainment, Community Service/Non-Profit, Cafes, Tea Rooms, Event Planning & Services, Local Services, Venues & Event Spaces, Social Clubs, Food, Active Life, American (Traditional), Restaurants",Indianapolis,39.7864816,-86.1545005,IN,3.0,42,United States,"Indianapolis, IN, United States"
0f69gYJBDkWpi-F9JlPSkA,First Watch,"Cafes, American (Traditional), Restaurants, Breakfast & Brunch",Hendersonville,36.32808,-86.59461,TN,4.0,159,United States,"Hendersonville, TN, United States"
IFXqeJTbIUVhtBDPLJ4ufw,Dunkin',"Ice Cream & Frozen Yogurt, Restaurants, Donuts, Bakeries, Coffee & Tea, Food",Lumberton,39.9827594,-74.7895922,NJ,2.5,9,United States,"Lumberton, NJ, United States"
KkA7sTU3YovKzBmgqxrGRg,Wawa,"Delis, Food, Convenience Stores, Restaurants, Sandwiches, Coffee & Tea",Philadelphia,40.0394769,-75.0326844,PA,2.5,11,United States,"Philadelphia, PA, United States"
QcQjRgBOf_LYum2HALgM5w,Wawa,"Food, Coffee & Tea, Restaurants, Sandwiches, Convenience Stores, Gas Stations, Automotive",New Port Richey,28.217386,-82.7369931,FL,3.5,30,United States,"New Port Richey, FL, United States"
JkJ9Ui_55OyXI04L6JOpjg,Nikko's Dog Barrrrr,"Bars, Coffee & Tea, Nightlife, Food, Pet Stores, Pets, Champagne Bars, Pet Services, Music Venues, Arts & Entertainment, Wine Bars",Saint Pete Beach,27.7560864503,-82.7596221619,FL,5.0,30,United States,"Saint Pete Beach, FL, United States"
Et_kxd5AaVjxRhEBDdSOWg,Annie Tea House,"Bubble Tea, Food, Acai Bowls, Coffee & Tea, Juice Bars & Smoothies",Brandon,27.938213,-82.316302,FL,5.0,60,United States,"Brandon, FL, United States"
4y0DlszRtjZHvFSUYOvaxQ,Dunkin',"Food, Donuts, Coffee & Tea",Newark,39.7194925319,-75.7108101954,DE,2.5,9,United States,"Newark, DE, United States"
ItK7wimYGEXb-XrfVCQByw,Reanimator Coffee,"Cafes, Coffee Roasteries, Coffee & Tea, Food, Restaurants",Philadelphia,39.9340325,-75.1660499,PA,4.5,11,United States,"Philadelphia, PA, United States"
Wb00MpVcZSU7d8n5EXiWkQ,Taiwan Bubble Zone,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Ethnic Food, Specialty Food, Food Stands, Restaurants, Food, Coffee & Tea, Nightlife",Edmonton,53.516467,-113.496606,AB,3.5,21,Canada,"Edmonton, AB, Canada"
q65rexCPby1q3kHpKNkMwA,McDonald's,"Fast Food, Restaurants, Burgers, Food, Coffee & Tea",Indianapolis,39.8234417171,-86.2368687987,IN,1.5,34,United States,"Indianapolis, IN, United States"
SHlngye8ADgmOcU-oXjXaQ,Sweetheart Bakery,"Custom Cakes, Desserts, Food, Coffee & Tea, Bakeries",Edmonton,53.6207966,-113.4670277,AB,4.0,7,Canada,"Edmonton, AB, Canada"
ZzKuqTj_fjlStijadL5noQ,FiddleCakes Cummins,"Restaurants, Sandwiches, Desserts, Gluten-Free, Bakeries, Coffee & Tea, Food",Nashville,36.1549013,-86.7818914,TN,3.5,19,United States,"Nashville, TN, United States"
XRDcLPEmTyZihws-_sC3_A,Bread & Company,"Cafes, Food, Restaurants, Bakeries",Nashville,36.0971210529,-86.872833577,TN,2.0,16,United States,"Nashville, TN, United States"
hzkeaiW4tG0H_nHG31JuVA,Presta Coffee Roasters,"Coffee & Tea, Food, Coffee Roasteries",Tucson,32.252575,-110.9603966,AZ,4.5,99,United States,"Tucson, AZ, United States"
xX4uThZwMEKWOwLqgqltig,The Ice Cream Bar,"Food, Desserts, Ice Cream & Frozen Yogurt, Coffee & Tea",Nashville,36.048252,-86.71017,TN,4.0,98,United States,"Nashville, TN, United States"
u0U5IQEQzQauLnP54rMUOA,Addiction,"Coffee & Tea, Food",New Orleans,29.9669328599,-90.0712570643,LA,4.5,529,United States,"New Orleans, LA, United States"
QfzhKUUUEOvHK7OuHJ5Cqg,The Catio Cat Lounge,"Food, Bakeries, Pets, Cafes, Restaurants, Coffee & Tea, Nightlife, Pet Adoption, Bars, Wine Bars",Nashville,36.2199531,-86.6970639,TN,5.0,10,United States,"Nashville, TN, United States"
vpLMV6pHa1oI71jYaCVFzA,Cooperage Wine & Whiskey Bar,"Nightlife, Food, Southern, Beer, Wine & Spirits, Gastropubs, American (New), Cocktail Bars, Restaurants, Bars, Wine Bars, Whiskey Bars, Coffee & Tea",Philadelphia,39.9483215605,-75.1524532172,PA,4.0,240,United States,"Philadelphia, PA, United States"
-mWySS-oF7Pw-OdgHMCHUQ,TechArtista - CWE,"Shared Office Spaces, Food, Home Services, Real Estate, Shopping, Art Galleries, Coffee & Tea, Event Planning & Services, Venues & Event Spaces, Arts & Entertainment",Saint Louis,38.6499514,-90.2602072,MO,5.0,7,United States,"Saint Louis, MO, United States"
hyMK_bUrIIXuTOFKHJKVNg,Rick's Cafe,"Cafes, Breakfast & Brunch, Restaurants",Zephyrhills,28.230482,-82.199019,FL,3.5,21,United States,"Zephyrhills, FL, United States"
_T_uAA8QWu55WWerljCYug,La Cannelle Cafe,"Tapas/Small Plates, Breakfast & Brunch, Mediterranean, American (New), Restaurants, Sandwiches, Cafes",Wallingford,39.904696,-75.375661,PA,5.0,41,United States,"Wallingford, PA, United States"
1bngXk4GqyW6nO_TUUB4hA,Harry Waugh Dessert Room,"Food, Desserts, Bars, Nightlife, Coffee & Tea, Wine Bars",Tampa,27.9318624,-82.4827004,FL,4.5,51,United States,"Tampa, FL, United States"
dq-02omJz_ufg1F-BME0kg,Spinelli's Bar Italia,"Coffee & Tea, Desserts, Restaurants, Sandwiches, Food",Edmonton,53.5562651,-113.485181,AB,4.0,25,Canada,"Edmonton, AB, Canada"
2y2LhpdlHuGU6bkAHFSoQg,Wawa,"Food, Restaurants, Coffee & Tea, Sandwiches, Convenience Stores",Claymont,39.7942406,-75.4690189,DE,3.5,26,United States,"Claymont, DE, United States"
mvL5FhxCmZ1Im8lFgMu4fQ,Philly Chocolate,"Desserts, Coffee & Tea, Food",Philadelphia,39.949295,-75.1630394,PA,3.5,26,United States,"Philadelphia, PA, United States"
gCINi30rKixICJXHD6olww,Buzz Coffee & Cafe,"Restaurants, Food, Coffee & Tea, Beer, Wine & Spirits, Breakfast & Brunch",Boise,43.6540982,-116.2567934,ID,4.5,7,United States,"Boise, ID, United States"
jSAOaEVCfZkcDpg-yVJ_Ow,McDonald's,"Restaurants, Fast Food, Coffee & Tea, Food, Burgers",Exton,40.0336360896,-75.6328949332,PA,3.5,13,United States,"Exton, PA, United States"
rccTGDEgn7kwc9-KLx2Trg,Starbucks,"Bakeries, Food, Coffee & Tea, Breakfast & Brunch, Restaurants, Sandwiches",Florissant,38.809,-90.300137,MO,3.0,12,United States,"Florissant, MO, United States"
vG0uDzd0eoqryYUNfXwgjA,Taste Budz Cafe,"Cafes, Breakfast & Brunch, Italian, Diners, Soup, Restaurants",Aston,39.8615045632,-75.4267738998,PA,4.5,78,United States,"Aston, PA, United States"
4cCiiDSJ3imRXtQznXPKPw,Jeni's Splendid Ice Creams,"Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt, Food",Nashville,36.1706396925,-86.7887640252,TN,4.5,90,United States,"Nashville, TN, United States"
xvzsFqLC__nyri2ch3Pgmg,Sweet Spot,"Ice Cream & Frozen Yogurt, Caribbean, Cafes, Restaurants, Breakfast & Brunch, Coffee & Tea, Food",Doylestown,40.3100568,-75.1304907,PA,2.0,17,United States,"Doylestown, PA, United States"
tEjgGPpomcMxJ7kvDqPyXA,Main Squeeze Juice Co.,"Food, Juice Bars & Smoothies, Acai Bowls, Coffee & Tea",New Orleans,29.9215909254,-90.1194367729,LA,5.0,9,United States,"New Orleans, LA, United States"
lB0QRhfNQQI0-Znf7hkBXA,Wabi Sabi Japanese Fusion Cafe,"Food, Coffee & Tea, Japanese, Beer, Wine & Spirits, Restaurants, Sushi Bars",Palm Harbor,28.0953747,-82.7394985,FL,4.0,70,United States,"Palm Harbor, FL, United States"
S9IFCU4FKCqEriV1Rr2ZcA,Race Street Cafe,"Restaurants, American (New), Cafes, Nightlife, American (Traditional), Bars",Philadelphia,39.9537127,-75.1434447561,PA,4.0,315,United States,"Philadelphia, PA, United States"
nA8OwIMCvBXVbEJALcF4Yw,ZenfiniTea,"Herbal Shops, Food, Coffee & Tea, Health & Medical, Kombucha, Nightlife, Bubble Tea, Lounges, Bars",Tampa Bay,28.21008,-82.7408251,FL,5.0,8,United States,"Tampa Bay, FL, United States"
d3D5R3uP3BjQN6m_60nFww,Big Bad Breakfast - Franklin,"Burgers, Food, Coffee & Tea, Breakfast & Brunch, Restaurants",Franklin,35.9224615465,-86.8157971,TN,3.5,80,United States,"Franklin, TN, United States"
LJeJ29ZQVwai3IGsHkso8Q,McDonald's,"Fast Food, Burgers, Food, Restaurants, Coffee & Tea",Metairie,29.977770167,-90.203048744,LA,1.5,15,United States,"Metairie, LA, United States"
pfeuxzvUVRZCv-_2uX3p9g,Kahve Royale Eastern European Cafe,"Food, Coffee & Tea",New Orleans,29.9644584,-90.0589506,LA,3.5,5,United States,"New Orleans, LA, United States"
GLoP6o5UjGa3g-IP1L32JA,Dunkin',"Food, Donuts, Coffee & Tea",Riverview,27.8780389,-82.3262333,FL,2.5,47,United States,"Riverview, FL, United States"
YgZwJJDb81jcPHLjJ1mYIA,McDonald's,"Burgers, Fast Food, Food, Coffee & Tea, Restaurants",Edmonton,53.5615311677,-113.5520360891,AB,2.0,5,Canada,"Edmonton, AB, Canada"
mDX0I8AQfro5st8IVufp-g,Green Papaya Cafe,"Cafes, Restaurants",Philadelphia,40.05767,-75.0525017,PA,5.0,31,United States,"Philadelphia, PA, United States"
tvmoUTS2O3EP2swVoEipMg,The Pool Club,"Cocktail Bars, Hotels & Travel, Food, Bars, Coffee & Tea, American (New), Restaurants, Nightlife",Nashville,36.1517388,-86.79312,TN,3.0,16,United States,"Nashville, TN, United States"
tHeWQO2G2-HL-XOCuE4h4w,Marguerite's Cafe & Catering,"Restaurants, Cafes, Breakfast & Brunch, Sandwiches, Caterers, American (Traditional), Event Planning & Services",Dunedin,28.0016118253,-82.7872688101,FL,4.0,58,United States,"Dunedin, FL, United States"
i32_0bfMEpQxV_q556R6kA,McDonald's,"Fast Food, Coffee & Tea, Burgers, Restaurants, Food",Largo,27.917058,-82.763318,FL,1.0,18,United States,"Largo, FL, United States"
QkcPjBcJ_ndCG60HWfZ-fQ,McDonald's,"Coffee & Tea, Restaurants, Food, Burgers, Fast Food",Indianapolis,39.7249991,-86.1522608,IN,2.5,18,United States,"Indianapolis, IN, United States"
l5-v4ttXyiBccg6zaVHoOA,Berry Greens Acai & Juice Bar,"Bakeries, Desserts, Vegan, Restaurants, Cafes, Food, Breakfast & Brunch, Juice Bars & Smoothies, Acai Bowls",Tucson,32.222195,-110.9673208,AZ,4.5,39,United States,"Tucson, AZ, United States"
OAbrYeHibZHdv3ch8nOrbw,Dutch Bros Coffee,"Cafes, Coffee & Tea, Food, Restaurants, Juice Bars & Smoothies",Boise,43.61918,-116.3210243761,ID,4.0,9,United States,"Boise, ID, United States"
8JEVqaKFy6BNsNIhCnnAmA,Rouler,"Sports Wear, Bikes, Bike Repair/Maintenance, Local Services, Fashion, Cafes, Professional Services, Sporting Goods, Restaurants, Shopping",New Orleans,29.9487871492,-90.0735942234,LA,4.5,58,United States,"New Orleans, LA, United States"
l_xCcePP38yNSPrlziIQSA,Press It Bistrot & Automat,"Cafes, Restaurants, Sandwiches",New Orleans,29.9528824,-90.0733884,LA,2.0,7,United States,"New Orleans, LA, United States"
fnBifLT87rhowfaKmbXdXA,Baklava Cafe & Hookah Lounge,"Bars, Restaurants, Bakeries, Hookah Bars, Cafes, Mediterranean, Nightlife, Food, American (Traditional), Sports Bars, Desserts",Nashville,36.0996388507,-86.7397489829,TN,4.0,21,United States,"Nashville, TN, United States"
UaCnhb7NEUAPR2okEIVa1g,Pho Bowl - Palm Harbor,"Restaurants, Vietnamese, Coffee & Tea, Food, Juice Bars & Smoothies",Palm Harbor,28.0737569161,-82.76680385,FL,4.5,72,United States,"Palm Harbor, FL, United States"
tQ8uGMhqDWcPfXMqukZJRg,Artisserie Chocolate Cafe,"Food, Coffee & Tea, Desserts",Philadelphia,39.9530283445,-75.1930439723,PA,3.5,21,United States,"Philadelphia, PA, United States"
17MK8qagV374AuUA4sXuIA,XIX Nineteen,"Cafes, Lounges, Bars, American (New), American (Traditional), Restaurants, Nightlife, Seafood",Philadelphia,39.949104,-75.164768,PA,3.5,611,United States,"Philadelphia, PA, United States"
trwHwsXOVV-ZmF-MtP98BA,High Street Philadelphia,"Cafes, Pizza, American (New), Breakfast & Brunch, Sandwiches, Restaurants",Philadelphia,39.949579,-75.1553831,PA,4.0,807,United States,"Philadelphia, PA, United States"
aT6dfEcg0bucpmdrE_G1zg,Teassert Bar,"Ice Cream & Frozen Yogurt, Food, Coffee & Tea, Bubble Tea, Desserts",Philadelphia,39.9562085,-75.1555185,PA,4.0,167,United States,"Philadelphia, PA, United States"
-dwqsjGDBnzzv2qQYyIC3g,First Watch,"Cafes, Restaurants, Breakfast & Brunch, American (Traditional)",Franklin,35.9519137987,-86.8066688773,TN,4.0,114,United States,"Franklin, TN, United States"
ULc4qSFQ4ISBs0SqlxmHdw,McDonald's,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food",St Albert,53.6388018,-113.6238836,AB,2.5,5,Canada,"St Albert, AB, Canada"
yypfHgPJw6V65cLTOZiPSQ,Cafe Fulya,"Food, Cafes, Turkish, Bakeries, Breakfast & Brunch, Restaurants, Coffee & Tea",Philadelphia,39.9395131,-75.1459605,PA,4.0,128,United States,"Philadelphia, PA, United States"
_2KA4HzZb_WxiBQefVV9xQ,BRU Coffee + Beer House,"Beer Bar, Restaurants, Food, Bars, Beer, Wine & Spirits, Nightlife, Breakfast & Brunch, Cafes, Local Flavor, Coffee & Tea",Edmonton,53.540706,-113.52883,AB,3.5,40,Canada,"Edmonton, AB, Canada"
jPFFeyh7RmmxzQmYgAAPQA,Jack's Donuts - Avon,"Coffee & Tea, Food, Donuts, Pretzels",AVON,39.764524,-86.380229,IN,3.5,24,United States,"AVON, IN, United States"
a9K3jxNUUe6jr1uh8FsakQ,The Patio Cafe Santa Barbara,"Cafes, Restaurants, Breakfast & Brunch",Santa Barbara,34.4386928,-119.7285101,CA,3.0,65,United States,"Santa Barbara, CA, United States"
OlDnxLaoi4J1hQJNzh3jkA,Restituo,"Restaurants, Coffee & Tea, Cafes, Food",Saint Louis,38.610540622,-90.2515490384,MO,4.5,23,United States,"Saint Louis, MO, United States"
SzCgcj-r-iEzWtRIuhmr0Q,The Latin Spot,"Food, Restaurants, Caribbean, Latin American, Caterers, Dominican, Coffee & Tea, Sandwiches, Event Planning & Services",Lutz,28.151363837,-82.4612581387,FL,3.5,28,United States,"Lutz, FL, United States"
RTEaH3i8X3yCLNjOdPw3Pg,7-Eleven,"Coffee & Tea, Convenience Stores, Food",Reno,39.5479403586,-119.8216500878,NV,2.5,5,United States,"Reno, NV, United States"
f0qy_jMfakYtRQLADjmC3w,McDonald's,"Restaurants, Fast Food, Burgers, Coffee & Tea, Food",Nashville,36.1208362953,-86.774822697,TN,1.5,59,United States,"Nashville, TN, United States"
DefRn9bPWVK5iNeGixFbzA,111 Cakery,"Bakeries, Coffee & Tea, Food",Indianapolis,39.7883061,-86.1555028,IN,3.5,32,United States,"Indianapolis, IN, United States"
4JSDGbEILb9GZcRsLHs1rQ,35 Below,"Coffee & Tea, Bubble Tea, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Food",Tampa,28.1520687,-82.3523094,FL,4.0,7,United States,"Tampa, FL, United States"
cfPs7KkYQslLLlH9r83vMQ,Saxbys Coffee,"Coffee & Tea, Food",Lansdale,40.2364435341,-75.2882725641,PA,3.5,28,United States,"Lansdale, PA, United States"
fi4cTVUS6_C5pvXyddZQ4A,Dunkin',"Donuts, Food, Coffee & Tea",Land O Lakes,28.3209542175,-82.502327772,FL,1.5,6,United States,"Land O Lakes, FL, United States"
wF7TFhN7iupGSMZA0Se6Bg,Genaro Coffee Company,"Restaurants, Coffee & Tea, Music Venues, American (New), Arts & Entertainment, Breakfast & Brunch, Nightlife, Food, Event Planning & Services, Caterers",St. Petersburg,27.7713669,-82.6493879,FL,4.0,101,United States,"St. Petersburg, FL, United States"
bcG5ySKHYxP0NtqCewbcCQ,Dunkin',"Food, Coffee & Tea, Restaurants, Donuts",Turnersville,39.760874,-75.0482076139,NJ,2.0,12,United States,"Turnersville, NJ, United States"
FtT_HlYiyOrE-TzKl6_qgg,Crazy Grub Cafe,"Restaurants, Cafes, Seafood, American (Traditional)",Philadelphia,39.9300118,-75.2215038,PA,4.0,14,United States,"Philadelphia, PA, United States"
MlLct82m1l2RxwC_i_D4jw,D'amore's Mercato,"Italian, Delis, Restaurants, Coffee & Tea, Food, Delicatessen, Specialty Food",Edmonton,53.484665,-113.487529,AB,4.5,38,Canada,"Edmonton, AB, Canada"
oqZrIL_hCfWKrbETRVmvlQ,Dunkin',"Donuts, Food, Coffee & Tea",Ballwin,38.596559,-90.4802091,MO,2.0,49,United States,"Ballwin, MO, United States"
TvnqERlxc8lFnpERkP8JCg,Gong Cha,"Coffee & Tea, Food, Bubble Tea",Cherry Hill,39.942495,-75.0255696,NJ,4.0,8,United States,"Cherry Hill, NJ, United States"
S0DD7L0Cu-fzIkzHEmjzTg,McDonald's,"Restaurants, Fast Food, Breakfast & Brunch, Burgers, Coffee & Tea, Food",Franklin,35.9661356737,-86.8109804633,TN,2.0,24,United States,"Franklin, TN, United States"
FPbh-t9fTEc5x2SCresK6A,Madera Coffee Roasting Company,"Coffee Roasteries, Food, Coffee & Tea, Internet Cafes, Restaurants, Breakfast & Brunch",Nashville,36.0844025,-86.729955,TN,4.0,10,United States,"Nashville, TN, United States"
1AJHVnRGxTWNMaFbIUbWcg,Starbucks,"Coffee & Tea, Food",Edmonton,53.4537193,-113.5675396,AB,2.5,9,Canada,"Edmonton, AB, Canada"
z_bTPCOeRv7IDHSNF0bxzg,Dunkin',"Food, Donuts, Coffee & Tea, Restaurants",Tampa,28.1305992,-82.3669082,FL,3.0,46,United States,"Tampa, FL, United States"
YNFkP6HqZxwbv-2YMPyZtQ,Crystal & Spice Shoppe,"Coffee & Tea, Herbs & Spices, Specialty Food, Food",Belleville,38.5134328,-89.979349,IL,5.0,6,United States,"Belleville, IL, United States"
jmZt66lh8Lv70VoVwXgMow,Scooped Ice Cream & Gelato,"Waffles, Food, Restaurants, Coffee & Tea, Ice Cream & Frozen Yogurt, Gelato",Media,39.9181708,-75.3904031,PA,4.5,62,United States,"Media, PA, United States"
_JK1veKwxAwk1rp4H7z-1g,Starbucks,"Coffee & Tea, Food",Reno,39.4045774591,-119.751024,NV,3.0,40,United States,"Reno, NV, United States"
G3fZGozLaJjIVU08mXk5qQ,Dunkin',"Coffee & Tea, Donuts, Food",Tampa,28.0407959162,-82.542715324,FL,2.0,12,United States,"Tampa, FL, United States"
I9Fwoe-BZ9NGqr8YHVg_pw,Dunkin',"Food, Donuts, Coffee & Tea",Palm Harbor,28.090815,-82.697544,FL,2.0,17,United States,"Palm Harbor, FL, United States"
VHw4q0f8WmajCUD2wGXBDA,First Watch,"Breakfast & Brunch, Restaurants, Cafes, American (Traditional)",Hermitage,36.19362,-86.62249,TN,4.0,369,United States,"Hermitage, TN, United States"
tX7Cdun9VVRRBM3hmv0P1g,Joe & Onie's,"Restaurants, Salad, Sandwiches, Food, Coffee & Tea",Belleville,38.5134437,-89.9834947,IL,4.5,11,United States,"Belleville, IL, United States"
LJprLiLt2dSC_esTjZc88A,Bistro 112,"Food, Coffee & Tea",Edmonton,53.540957,-113.5140487,AB,3.5,14,Canada,"Edmonton, AB, Canada"
byPSaXuK8HwXsFqvt7MHAQ,FreeStyle Cupcake Bar,"Food, Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts, Cupcakes",Cumberland,39.7740665,-85.9997962,IN,4.0,5,United States,"Cumberland, IN, United States"
ZtDiNvGta1prJKyAXhawNg,Desert Sun Bagel,"Food, Restaurants, Coffee & Tea, Sandwiches, Bagels",Reno,39.5332548,-119.8022664,NV,4.0,18,United States,"Reno, NV, United States"
CbMJxmEsm_NFue6NQ0kNpA,McDonald's,"Restaurants, Food, Fast Food, Coffee & Tea, Burgers",Perkasie,40.3642893,-75.2977598,PA,3.0,13,United States,"Perkasie, PA, United States"
a93VytGczF5xkcq_Bs2hYQ,Afandi Sweets & Cafe,"Restaurants, Desserts, Food, Breakfast & Brunch, Cafes, Coffee & Tea",St. Louis,38.5876049465,-90.3126441556,MO,4.5,15,United States,"St. Louis, MO, United States"
N3_LDzsfR0Xai9CCI3pUsA,Bay Brothers Grill,"Food, Beer, Wine & Spirits, Restaurants, Seafood, Cafes, American (Traditional)",Hendersonville,36.319213,-86.623382,TN,3.0,11,United States,"Hendersonville, TN, United States"
2GUTsH6BHqasxtBEcXwNzQ,McDonald's,"Restaurants, Burgers, Fast Food, Coffee & Tea, Food",Edmonton,53.5207806,-113.5115356,AB,1.5,14,Canada,"Edmonton, AB, Canada"
1l4-uhraQzNiRjppKyMUUQ,Jeannine's American Bakery Restaurant,"Bakeries, Restaurants, Food, American (Traditional), Breakfast & Brunch, Coffee & Tea",Goleta,34.431189,-119.8740625,CA,4.5,117,United States,"Goleta, CA, United States"
